"yday","subsectionname","trailname","trailnumber","timeframe","wday","max.count","subsectionF"
309,"Upper Shafthouse","Shafthouse Hill",540,2021-11-05,"Fri",NA,"Upper Shafthouse"
310,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-11-06,"Sat",NA,"S Fork Brackett Creek"
311,"East Bridger South","East Bridger South",538,2021-11-07,"Sun",NA,"East Bridger South"
312,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-11-08,"Mon",NA,"Ross Pass to Sacagawea Pass"
313,"Raptor View","Raptor View",530,2021-11-09,"Tue",NA,"Raptor View"
314,"Upper Brackett Creek","Upper Brackett Creek",526,2021-11-10,"Wed",NA,"Upper Brackett Creek"
315,"Truman to Jones","Bridger Foothills",534,2021-11-11,"Thu",NA,"Truman to Jones"
316,"College M","College M",511,2021-11-12,"Fri",NA,"College M"
317,"College M","Bridger Foothills",534,2021-11-13,"Sat",NA,"College M"
318,"College M to Sypes","Bridger Foothills",534,2021-11-14,"Sun",NA,"College M to Sypes"
319,"Steep Way","Bridger Ridge",513,2021-11-15,"Mon",NA,"Steep Way"
320,"M to Baldy","Bridger Ridge",513,2021-11-16,"Tue",NA,"M to Baldy"
321,"M shortcut","M shortcut",512,2021-11-17,"Wed",NA,"M shortcut"
322,"Sypes Canyon","Sypes Canyon",531,2021-11-18,"Thu",NA,"Sypes Canyon"
323,"Middle Cottonwood","Middle Cottonwood",586,2021-11-19,"Fri",NA,"Middle Cottonwood"
324,"East Bridger North","East Bridger North",539,2021-11-20,"Sat",NA,"East Bridger North"
325,"Truman Gulch","Truman Gulch",535,2021-11-21,"Sun",NA,"Truman Gulch"
326,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-11-22,"Mon",NA,"Middle Cottonwood to Bostwick"
327,"North Cottonwood Access","North Cottonwood Access",546,2021-11-23,"Tue",NA,"North Cottonwood Access"
328,"New World Gulch","New World Gulch",50,2021-11-24,"Wed",NA,"New World Gulch"
329,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-11-25,"Thu",NA,"North Cottonwood to Johnson Canyon"
330,"Bridger","Bridger Ridge",513,2021-11-26,"Fri",NA,"Bridger"
331,"Corbly Gulch","Corbly Gulch",544,2021-11-27,"Sat",NA,"Corbly Gulch"
332,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-11-28,"Sun",NA,"Felix Canyon Rd"
333,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-11-29,"Mon",NA,"Sypes to Middle Cottonwood"
334,"Bostwick to Truman","Bridger Foothills",534,2021-11-30,"Tue",NA,"Bostwick to Truman"
335,"Baldy to Bridger","Bridger Ridge",513,2021-12-01,"Wed",NA,"Baldy to Bridger"
336,"Fairy Creek","Fairy Creek",500,2021-12-02,"Thu",NA,"Fairy Creek"
337,"Fairy Lakeshore","Fairy Lakeshore",499,2021-12-03,"Fri",NA,"Fairy Lakeshore"
338,"Jones to Ross Pass","Bridger Foothills",534,2021-12-04,"Sat",NA,"Jones to Ross Pass"
339,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-12-05,"Sun",NA,"Sacagawea Peak to Sacagawea Pass"
340,"Ross Pass","Ross Pass",551,2021-12-06,"Mon",NA,"Ross Pass"
341,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-12-07,"Tue",NA,"Fairy Lake Shortcut"
342,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-12-08,"Wed",NA,"Johnson Canyon Jeep Trail"
343,"Sacagawea Pass","Sacagawea Pass",518,2021-12-09,"Thu",NA,"Sacagawea Pass"
344,"Lower Shafthouse","Shafthouse Hill",540,2021-12-10,"Fri",NA,"Lower Shafthouse"
345,"North Cottonwood to Ridge","North Cottonwood",545,2021-12-11,"Sat",NA,"North Cottonwood to Ridge"
346,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-12-12,"Sun",NA,"Ross Pass to Sacagawea Peak"
347,"Bridger to Ross Pass","Bridger Ridge",513,2021-12-13,"Mon",NA,"Bridger to Ross Pass"
348,"Carroll Creek","Carroll Creek",527,2021-12-14,"Tue",NA,"Carroll Creek"
349,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-12-15,"Wed",NA,"Flathead Pass Rd"
350,"Upper Shafthouse","Shafthouse Hill",540,2021-12-16,"Thu",NA,"Upper Shafthouse"
351,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-12-17,"Fri",NA,"S Fork Brackett Creek"
352,"East Bridger South","East Bridger South",538,2021-12-18,"Sat",NA,"East Bridger South"
353,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-12-19,"Sun",NA,"Ross Pass to Sacagawea Pass"
354,"Raptor View","Raptor View",530,2021-12-20,"Mon",NA,"Raptor View"
355,"Upper Brackett Creek","Upper Brackett Creek",526,2021-12-21,"Tue",NA,"Upper Brackett Creek"
356,"Truman to Jones","Bridger Foothills",534,2021-12-22,"Wed",NA,"Truman to Jones"
357,"College M","College M",511,2021-12-23,"Thu",NA,"College M"
358,"College M","Bridger Foothills",534,2021-12-24,"Fri",NA,"College M"
359,"College M to Sypes","Bridger Foothills",534,2021-12-25,"Sat",NA,"College M to Sypes"
360,"Steep Way","Bridger Ridge",513,2021-12-26,"Sun",NA,"Steep Way"
361,"M to Baldy","Bridger Ridge",513,2021-12-27,"Mon",NA,"M to Baldy"
362,"M shortcut","M shortcut",512,2021-12-28,"Tue",NA,"M shortcut"
363,"Sypes Canyon","Sypes Canyon",531,2021-12-29,"Wed",NA,"Sypes Canyon"
364,"Middle Cottonwood","Middle Cottonwood",586,2021-12-30,"Thu",NA,"Middle Cottonwood"
365,"East Bridger North","East Bridger North",539,2021-12-31,"Fri",NA,"East Bridger North"
1,"Truman Gulch","Truman Gulch",535,2021-01-01,"Fri",NA,"Truman Gulch"
2,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-01-02,"Sat",NA,"Middle Cottonwood to Bostwick"
3,"North Cottonwood Access","North Cottonwood Access",546,2021-01-03,"Sun",NA,"North Cottonwood Access"
4,"New World Gulch","New World Gulch",50,2021-01-04,"Mon",NA,"New World Gulch"
5,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-01-05,"Tue",NA,"North Cottonwood to Johnson Canyon"
6,"Bridger","Bridger Ridge",513,2021-01-06,"Wed",NA,"Bridger"
7,"Corbly Gulch","Corbly Gulch",544,2021-01-07,"Thu",NA,"Corbly Gulch"
8,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-01-08,"Fri",NA,"Felix Canyon Rd"
9,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-01-09,"Sat",NA,"Sypes to Middle Cottonwood"
10,"Bostwick to Truman","Bridger Foothills",534,2021-01-10,"Sun",NA,"Bostwick to Truman"
11,"Baldy to Bridger","Bridger Ridge",513,2021-01-11,"Mon",NA,"Baldy to Bridger"
12,"Fairy Creek","Fairy Creek",500,2021-01-12,"Tue",NA,"Fairy Creek"
13,"Fairy Lakeshore","Fairy Lakeshore",499,2021-01-13,"Wed",NA,"Fairy Lakeshore"
14,"Jones to Ross Pass","Bridger Foothills",534,2021-01-14,"Thu",NA,"Jones to Ross Pass"
15,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-01-15,"Fri",NA,"Sacagawea Peak to Sacagawea Pass"
16,"Ross Pass","Ross Pass",551,2021-01-16,"Sat",NA,"Ross Pass"
17,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-01-17,"Sun",NA,"Fairy Lake Shortcut"
18,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-01-18,"Mon",NA,"Johnson Canyon Jeep Trail"
19,"Sacagawea Pass","Sacagawea Pass",518,2021-01-19,"Tue",NA,"Sacagawea Pass"
20,"Lower Shafthouse","Shafthouse Hill",540,2021-01-20,"Wed",NA,"Lower Shafthouse"
21,"North Cottonwood to Ridge","North Cottonwood",545,2021-01-21,"Thu",NA,"North Cottonwood to Ridge"
22,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-01-22,"Fri",NA,"Ross Pass to Sacagawea Peak"
23,"Bridger to Ross Pass","Bridger Ridge",513,2021-01-23,"Sat",NA,"Bridger to Ross Pass"
24,"Carroll Creek","Carroll Creek",527,2021-01-24,"Sun",NA,"Carroll Creek"
25,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-01-25,"Mon",NA,"Flathead Pass Rd"
26,"Upper Shafthouse","Shafthouse Hill",540,2021-01-26,"Tue",NA,"Upper Shafthouse"
27,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-01-27,"Wed",NA,"S Fork Brackett Creek"
28,"East Bridger South","East Bridger South",538,2021-01-28,"Thu",NA,"East Bridger South"
29,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-01-29,"Fri",NA,"Ross Pass to Sacagawea Pass"
30,"Raptor View","Raptor View",530,2021-01-30,"Sat",NA,"Raptor View"
31,"Upper Brackett Creek","Upper Brackett Creek",526,2021-01-31,"Sun",NA,"Upper Brackett Creek"
32,"Truman to Jones","Bridger Foothills",534,2021-02-01,"Mon",NA,"Truman to Jones"
37,"M to Baldy","Bridger Ridge",513,2021-02-06,"Sat",NA,"M to Baldy"
38,"M shortcut","M shortcut",512,2021-02-07,"Sun",NA,"M shortcut"
39,"Sypes Canyon","Sypes Canyon",531,2021-02-08,"Mon",NA,"Sypes Canyon"
40,"Middle Cottonwood","Middle Cottonwood",586,2021-02-09,"Tue",NA,"Middle Cottonwood"
41,"East Bridger North","East Bridger North",539,2021-02-10,"Wed",NA,"East Bridger North"
42,"Truman Gulch","Truman Gulch",535,2021-02-11,"Thu",NA,"Truman Gulch"
43,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-02-12,"Fri",NA,"Middle Cottonwood to Bostwick"
44,"North Cottonwood Access","North Cottonwood Access",546,2021-02-13,"Sat",NA,"North Cottonwood Access"
45,"New World Gulch","New World Gulch",50,2021-02-14,"Sun",NA,"New World Gulch"
46,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-02-15,"Mon",NA,"North Cottonwood to Johnson Canyon"
47,"Bridger","Bridger Ridge",513,2021-02-16,"Tue",NA,"Bridger"
48,"Corbly Gulch","Corbly Gulch",544,2021-02-17,"Wed",NA,"Corbly Gulch"
49,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-02-18,"Thu",NA,"Felix Canyon Rd"
50,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-02-19,"Fri",NA,"Sypes to Middle Cottonwood"
51,"Bostwick to Truman","Bridger Foothills",534,2021-02-20,"Sat",NA,"Bostwick to Truman"
52,"Baldy to Bridger","Bridger Ridge",513,2021-02-21,"Sun",NA,"Baldy to Bridger"
53,"Fairy Creek","Fairy Creek",500,2021-02-22,"Mon",NA,"Fairy Creek"
54,"Fairy Lakeshore","Fairy Lakeshore",499,2021-02-23,"Tue",NA,"Fairy Lakeshore"
55,"Jones to Ross Pass","Bridger Foothills",534,2021-02-24,"Wed",NA,"Jones to Ross Pass"
56,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-02-25,"Thu",NA,"Sacagawea Peak to Sacagawea Pass"
57,"Ross Pass","Ross Pass",551,2021-02-26,"Fri",NA,"Ross Pass"
58,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-02-27,"Sat",NA,"Fairy Lake Shortcut"
59,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-02-28,"Sun",NA,"Johnson Canyon Jeep Trail"
60,"Sacagawea Pass","Sacagawea Pass",518,2021-03-01,"Mon",NA,"Sacagawea Pass"
61,"Lower Shafthouse","Shafthouse Hill",540,2021-03-02,"Tue",NA,"Lower Shafthouse"
62,"North Cottonwood to Ridge","North Cottonwood",545,2021-03-03,"Wed",NA,"North Cottonwood to Ridge"
63,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-03-04,"Thu",NA,"Ross Pass to Sacagawea Peak"
64,"Bridger to Ross Pass","Bridger Ridge",513,2021-03-05,"Fri",NA,"Bridger to Ross Pass"
65,"Carroll Creek","Carroll Creek",527,2021-03-06,"Sat",NA,"Carroll Creek"
66,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-03-07,"Sun",NA,"Flathead Pass Rd"
67,"Upper Shafthouse","Shafthouse Hill",540,2021-03-08,"Mon",NA,"Upper Shafthouse"
68,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-03-09,"Tue",NA,"S Fork Brackett Creek"
69,"East Bridger South","East Bridger South",538,2021-03-10,"Wed",NA,"East Bridger South"
70,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-03-11,"Thu",NA,"Ross Pass to Sacagawea Pass"
71,"Raptor View","Raptor View",530,2021-03-12,"Fri",NA,"Raptor View"
72,"Upper Brackett Creek","Upper Brackett Creek",526,2021-03-13,"Sat",NA,"Upper Brackett Creek"
73,"Truman to Jones","Bridger Foothills",534,2021-03-14,"Sun",NA,"Truman to Jones"
81,"Middle Cottonwood","Middle Cottonwood",586,2021-03-22,"Mon",NA,"Middle Cottonwood"
82,"East Bridger North","East Bridger North",539,2021-03-23,"Tue",NA,"East Bridger North"
83,"Truman Gulch","Truman Gulch",535,2021-03-24,"Wed",NA,"Truman Gulch"
84,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-03-25,"Thu",NA,"Middle Cottonwood to Bostwick"
85,"North Cottonwood Access","North Cottonwood Access",546,2021-03-26,"Fri",NA,"North Cottonwood Access"
86,"New World Gulch","New World Gulch",50,2021-03-27,"Sat",NA,"New World Gulch"
87,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-03-28,"Sun",NA,"North Cottonwood to Johnson Canyon"
88,"Bridger","Bridger Ridge",513,2021-03-29,"Mon",NA,"Bridger"
89,"Corbly Gulch","Corbly Gulch",544,2021-03-30,"Tue",NA,"Corbly Gulch"
90,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-03-31,"Wed",NA,"Felix Canyon Rd"
91,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-04-01,"Thu",NA,"Sypes to Middle Cottonwood"
92,"Bostwick to Truman","Bridger Foothills",534,2021-04-02,"Fri",NA,"Bostwick to Truman"
93,"Baldy to Bridger","Bridger Ridge",513,2021-04-03,"Sat",NA,"Baldy to Bridger"
94,"Fairy Creek","Fairy Creek",500,2021-04-04,"Sun",NA,"Fairy Creek"
95,"Fairy Lakeshore","Fairy Lakeshore",499,2021-04-05,"Mon",NA,"Fairy Lakeshore"
96,"Jones to Ross Pass","Bridger Foothills",534,2021-04-06,"Tue",NA,"Jones to Ross Pass"
97,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-04-07,"Wed",NA,"Sacagawea Peak to Sacagawea Pass"
98,"Ross Pass","Ross Pass",551,2021-04-08,"Thu",NA,"Ross Pass"
99,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-04-09,"Fri",NA,"Fairy Lake Shortcut"
100,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-04-10,"Sat",NA,"Johnson Canyon Jeep Trail"
101,"Sacagawea Pass","Sacagawea Pass",518,2021-04-11,"Sun",NA,"Sacagawea Pass"
102,"Lower Shafthouse","Shafthouse Hill",540,2021-04-12,"Mon",NA,"Lower Shafthouse"
103,"North Cottonwood to Ridge","North Cottonwood",545,2021-04-13,"Tue",NA,"North Cottonwood to Ridge"
104,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-04-14,"Wed",NA,"Ross Pass to Sacagawea Peak"
105,"Bridger to Ross Pass","Bridger Ridge",513,2021-04-15,"Thu",NA,"Bridger to Ross Pass"
106,"Carroll Creek","Carroll Creek",527,2021-04-16,"Fri",NA,"Carroll Creek"
107,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-04-17,"Sat",NA,"Flathead Pass Rd"
108,"Upper Shafthouse","Shafthouse Hill",540,2021-04-18,"Sun",NA,"Upper Shafthouse"
109,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-04-19,"Mon",NA,"S Fork Brackett Creek"
110,"East Bridger South","East Bridger South",538,2021-04-20,"Tue",NA,"East Bridger South"
111,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-04-21,"Wed",NA,"Ross Pass to Sacagawea Pass"
112,"Raptor View","Raptor View",530,2021-04-22,"Thu",NA,"Raptor View"
113,"Upper Brackett Creek","Upper Brackett Creek",526,2021-04-23,"Fri",NA,"Upper Brackett Creek"
114,"Truman to Jones","Bridger Foothills",534,2021-04-24,"Sat",NA,"Truman to Jones"
123,"East Bridger North","East Bridger North",539,2021-05-03,"Mon",NA,"East Bridger North"
124,"Truman Gulch","Truman Gulch",535,2021-05-04,"Tue",NA,"Truman Gulch"
126,"North Cottonwood Access","North Cottonwood Access",546,2021-05-06,"Thu",NA,"North Cottonwood Access"
128,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-05-08,"Sat",NA,"North Cottonwood to Johnson Canyon"
129,"Bridger","Bridger Ridge",513,2021-05-09,"Sun",NA,"Bridger"
130,"Corbly Gulch","Corbly Gulch",544,2021-05-10,"Mon",NA,"Corbly Gulch"
132,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-05-12,"Wed",NA,"Sypes to Middle Cottonwood"
133,"Bostwick to Truman","Bridger Foothills",534,2021-05-13,"Thu",NA,"Bostwick to Truman"
134,"Baldy to Bridger","Bridger Ridge",513,2021-05-14,"Fri",NA,"Baldy to Bridger"
135,"Fairy Creek","Fairy Creek",500,2021-05-15,"Sat",NA,"Fairy Creek"
136,"Fairy Lakeshore","Fairy Lakeshore",499,2021-05-16,"Sun",NA,"Fairy Lakeshore"
137,"Jones to Ross Pass","Bridger Foothills",534,2021-05-17,"Mon",NA,"Jones to Ross Pass"
138,"Sacagawea Peak to Sacagawea Pass","Bridger Ridge",513,2021-05-18,"Tue",NA,"Sacagawea Peak to Sacagawea Pass"
139,"Ross Pass","Ross Pass",551,2021-05-19,"Wed",NA,"Ross Pass"
140,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-05-20,"Thu",NA,"Fairy Lake Shortcut"
141,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-05-21,"Fri",NA,"Johnson Canyon Jeep Trail"
142,"Sacagawea Pass","Sacagawea Pass",518,2021-05-22,"Sat",NA,"Sacagawea Pass"
143,"Lower Shafthouse","Shafthouse Hill",540,2021-05-23,"Sun",NA,"Lower Shafthouse"
144,"North Cottonwood to Ridge","North Cottonwood",545,2021-05-24,"Mon",NA,"North Cottonwood to Ridge"
145,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-05-25,"Tue",NA,"Ross Pass to Sacagawea Peak"
146,"Bridger to Ross Pass","Bridger Ridge",513,2021-05-26,"Wed",NA,"Bridger to Ross Pass"
147,"Carroll Creek","Carroll Creek",527,2021-05-27,"Thu",NA,"Carroll Creek"
148,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-05-28,"Fri",NA,"Flathead Pass Rd"
149,"Upper Shafthouse","Shafthouse Hill",540,2021-05-29,"Sat",NA,"Upper Shafthouse"
150,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-05-30,"Sun",NA,"S Fork Brackett Creek"
151,"East Bridger South","East Bridger South",538,2021-05-31,"Mon",NA,"East Bridger South"
152,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-06-01,"Tue",NA,"Ross Pass to Sacagawea Pass"
153,"Raptor View","Raptor View",530,2021-06-02,"Wed",NA,"Raptor View"
154,"Upper Brackett Creek","Upper Brackett Creek",526,2021-06-03,"Thu",NA,"Upper Brackett Creek"
155,"Truman to Jones","Bridger Foothills",534,2021-06-04,"Fri",NA,"Truman to Jones"
164,"East Bridger North","East Bridger North",539,2021-06-13,"Sun",NA,"East Bridger North"
165,"Truman Gulch","Truman Gulch",535,2021-06-14,"Mon",NA,"Truman Gulch"
166,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-06-15,"Tue",NA,"Middle Cottonwood to Bostwick"
168,"New World Gulch","New World Gulch",50,2021-06-17,"Thu",NA,"New World Gulch"
169,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-06-18,"Fri",NA,"North Cottonwood to Johnson Canyon"
172,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-06-21,"Mon",NA,"Felix Canyon Rd"
174,"Bostwick to Truman","Bridger Foothills",534,2021-06-23,"Wed",NA,"Bostwick to Truman"
175,"Baldy to Bridger","Bridger Ridge",513,2021-06-24,"Thu",NA,"Baldy to Bridger"
176,"Fairy Creek","Fairy Creek",500,2021-06-25,"Fri",NA,"Fairy Creek"
180,"Ross Pass","Ross Pass",551,2021-06-29,"Tue",NA,"Ross Pass"
181,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-06-30,"Wed",NA,"Fairy Lake Shortcut"
182,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-07-01,"Thu",NA,"Johnson Canyon Jeep Trail"
184,"Lower Shafthouse","Shafthouse Hill",540,2021-07-03,"Sat",NA,"Lower Shafthouse"
185,"North Cottonwood to Ridge","North Cottonwood",545,2021-07-04,"Sun",NA,"North Cottonwood to Ridge"
187,"Bridger to Ross Pass","Bridger Ridge",513,2021-07-06,"Tue",NA,"Bridger to Ross Pass"
188,"Carroll Creek","Carroll Creek",527,2021-07-07,"Wed",NA,"Carroll Creek"
189,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-07-08,"Thu",NA,"Flathead Pass Rd"
190,"Upper Shafthouse","Shafthouse Hill",540,2021-07-09,"Fri",NA,"Upper Shafthouse"
191,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-07-10,"Sat",NA,"S Fork Brackett Creek"
192,"East Bridger South","East Bridger South",538,2021-07-11,"Sun",NA,"East Bridger South"
193,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-07-12,"Mon",NA,"Ross Pass to Sacagawea Pass"
194,"Raptor View","Raptor View",530,2021-07-13,"Tue",NA,"Raptor View"
195,"Upper Brackett Creek","Upper Brackett Creek",526,2021-07-14,"Wed",NA,"Upper Brackett Creek"
196,"Truman to Jones","Bridger Foothills",534,2021-07-15,"Thu",NA,"Truman to Jones"
206,"Truman Gulch","Truman Gulch",535,2021-07-25,"Sun",NA,"Truman Gulch"
207,"Middle Cottonwood to Bostwick","Bridger Foothills",534,2021-07-26,"Mon",NA,"Middle Cottonwood to Bostwick"
208,"North Cottonwood Access","North Cottonwood Access",546,2021-07-27,"Tue",NA,"North Cottonwood Access"
210,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-07-29,"Thu",NA,"North Cottonwood to Johnson Canyon"
211,"Bridger","Bridger Ridge",513,2021-07-30,"Fri",NA,"Bridger"
213,"Felix Canyon Rd","Felix Canyon Rd",2514,2021-08-01,"Sun",NA,"Felix Canyon Rd"
214,"Sypes to Middle Cottonwood","Bridger Foothills",534,2021-08-02,"Mon",NA,"Sypes to Middle Cottonwood"
215,"Bostwick to Truman","Bridger Foothills",534,2021-08-03,"Tue",NA,"Bostwick to Truman"
216,"Baldy to Bridger","Bridger Ridge",513,2021-08-04,"Wed",NA,"Baldy to Bridger"
217,"Fairy Creek","Fairy Creek",500,2021-08-05,"Thu",NA,"Fairy Creek"
218,"Fairy Lakeshore","Fairy Lakeshore",499,2021-08-06,"Fri",NA,"Fairy Lakeshore"
221,"Ross Pass","Ross Pass",551,2021-08-09,"Mon",NA,"Ross Pass"
222,"Fairy Lake Shortcut","Fairy Lake Shortcut",501.1,2021-08-10,"Tue",NA,"Fairy Lake Shortcut"
223,"Johnson Canyon Jeep Trail","Johnson Canyon Jeep Trail",2512,2021-08-11,"Wed",NA,"Johnson Canyon Jeep Trail"
225,"Lower Shafthouse","Shafthouse Hill",540,2021-08-13,"Fri",NA,"Lower Shafthouse"
226,"North Cottonwood to Ridge","North Cottonwood",545,2021-08-14,"Sat",NA,"North Cottonwood to Ridge"
227,"Ross Pass to Sacagawea Peak","Bridger Ridge",513,2021-08-15,"Sun",NA,"Ross Pass to Sacagawea Peak"
228,"Bridger to Ross Pass","Bridger Ridge",513,2021-08-16,"Mon",NA,"Bridger to Ross Pass"
229,"Carroll Creek","Carroll Creek",527,2021-08-17,"Tue",NA,"Carroll Creek"
230,"Flathead Pass Rd","Flathead Pass Rd",NA,2021-08-18,"Wed",NA,"Flathead Pass Rd"
231,"Upper Shafthouse","Shafthouse Hill",540,2021-08-19,"Thu",NA,"Upper Shafthouse"
232,"S Fork Brackett Creek","S Fork Brackett Creek",525,2021-08-20,"Fri",NA,"S Fork Brackett Creek"
233,"East Bridger South","East Bridger South",538,2021-08-21,"Sat",NA,"East Bridger South"
234,"Ross Pass to Sacagawea Pass","Bridger Foothills",534,2021-08-22,"Sun",NA,"Ross Pass to Sacagawea Pass"
235,"Raptor View","Raptor View",530,2021-08-23,"Mon",NA,"Raptor View"
236,"Upper Brackett Creek","Upper Brackett Creek",526,2021-08-24,"Tue",NA,"Upper Brackett Creek"
237,"Truman to Jones","Bridger Foothills",534,2021-08-25,"Wed",NA,"Truman to Jones"
246,"East Bridger North","East Bridger North",539,2021-09-03,"Fri",NA,"East Bridger North"
250,"New World Gulch","New World Gulch",50,2021-09-07,"Tue",NA,"New World Gulch"
251,"North Cottonwood to Johnson Canyon","North Cottonwood",545,2021-09-08,"Wed",NA,"North Cottonwood to Johnson Canyon"
252,"Bridger","Bridger Ridge",513,2021-09-09,"Thu",NA,"Bridger"
